,name,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,GW,played,Points_per_Minute,Points_per_Value,Rolling_Avg_Goals,Goal_Involvement,was_home,position_DEF,position_FWD,position_GK,position_MID,form,total_points_lag1,goals_scored_lag1,assists_lag1,minutes_lag1,bps_lag1,value_lag1,transfers_in_lag1,transfers_out_lag1
5002,David Raya Martin,Brentford,4.0,0,0,19,0,0.1,81,0.00736,0.00736,0.0,2.0257,183,1,0,2.7,26.4,2023-01-02T17:30:00Z,90,12,0,0,0,0,19,4,754574,1,1,3,0.0,3,23590,38453,14863,46,0,19,1,0.03333333333333333,0.06521739130434782,0.0,0,1,0,0,1,0,4.0,9.0,0.0,0.0,90.0,32.0,46.0,17042.0,19369.0
5351,David Raya Martin,Brentford,5.0,0,0,21,1,0.0,81,0.0011,0.0011,0.0,0.4727,192,0,0,1.4,13.6,2023-01-14T17:30:00Z,90,3,0,0,0,0,20,2,847192,1,0,2,0.0,5,83623,111112,27489,46,1,20,1,0.05555555555555555,0.10869565217391304,0.0,0,1,0,0,1,0,4.6,3.0,0.0,0.0,90.0,19.0,46.0,38453.0,14863.0
5683,David Raya Martin,Brentford,6.0,0,3,37,1,10.0,81,0.00516,0.00516,0.0,0.5014,205,0,0,4.1,30.8,2023-01-22T14:00:00Z,90,11,0,0,0,0,21,5,918063,1,0,0,0.0,10,69342,89927,20585,46,0,21,0,0.1111111111111111,0.21739130434782608,0.0,0,0,0,0,1,0,6.0,5.0,0.0,0.0,90.0,21.0,46.0,111112.0,27489.0
5973,David Raya Martin,Brentford,7.3,0,0,32,1,0.0,81,0.01,0.01,0.0,0.63,212,0,0,3.1,30.6,2023-02-04T15:00:00Z,90,17,0,0,0,0,22,5,1012532,1,0,3,0.0,7,85416,111874,26458,47,0,22,1,0.07777777777777778,0.14893617021276595,0.0,0,1,0,0,1,0,6.8,10.0,0.0,0.0,90.0,37.0,46.0,89927.0,20585.0
6315,David Raya Martin,Brentford,7.2,0,2,24,0,0.0,81,0.01,0.01,0.0,1.68,221,1,0,4.6,45.8,2023-02-11T15:00:00Z,90,1,0,0,0,0,23,6,1019273,1,1,1,0.0,6,7620,41637,34017,47,0,23,0,0.06666666666666667,0.1276595744680851,0.0,0,0,0,0,1,0,6.2,7.0,0.0,0.0,90.0,32.0,47.0,111874.0,26458.0
6634,David Raya Martin,Brentford,5.3,0,0,19,0,0.0,81,0.0,0.0,0.0,1.11,232,1,0,2.6,25.8,2023-02-18T15:00:00Z,90,7,0,0,0,0,24,3,1107985,1,1,1,0.0,3,82016,93009,10993,47,0,24,0,0.03333333333333333,0.06382978723404255,0.0,0,1,0,0,1,0,6.2,6.0,0.0,0.0,90.0,24.0,47.0,41637.0,34017.0
7238,David Raya Martin,Brentford,3.7,0,0,13,0,0.0,81,0.0,0.0,0.0,1.42,253,2,0,1.9,19.0,2023-03-06T20:00:00Z,90,9,0,0,0,0,26,3,1481116,1,2,3,0.0,2,342541,379377,36836,48,0,26,0,0.022222222222222223,0.041666666666666664,0.0,0,1,0,0,1,0,5.6,3.0,0.0,0.0,90.0,19.0,47.0,93009.0,10993.0
7555,David Raya Martin,Brentford,7.5,0,0,25,0,0.0,81,0.0,0.12,0.11,1.03,263,1,0,4.5,41.4,2023-03-11T15:00:00Z,90,8,0,0,0,0,27,5,1761054,1,0,1,4.0,3,267665,288629,20964,48,0,27,0,0.03333333333333333,0.0625,0.0,0,0,0,0,1,0,4.2,2.0,0.0,0.0,90.0,13.0,48.0,379377.0,36836.0
7556,David Raya Martin,Brentford,7.5,0,0,21,1,0.0,81,0.0,0.0,0.0,0.51,69,0,0,0.5,5.2,2023-03-15T19:30:00Z,90,17,0,0,0,0,27,0,1761054,1,2,0,0.0,6,267665,288629,20964,48,0,27,0,0.06666666666666667,0.125,0.0,0,0,0,0,1,0,4.0,3.0,0.0,0.0,90.0,25.0,48.0,288629.0,20964.0
7872,David Raya Martin,Brentford,3.2,0,0,11,0,0.0,81,0.0,0.0,0.0,1.35,273,1,0,0.6,6.2,2023-03-18T15:00:00Z,90,10,0,0,0,0,28,0,1792944,1,1,1,0.0,2,49172,82330,33158,48,0,28,1,0.022222222222222223,0.041666666666666664,0.0,0,1,0,0,1,0,3.2,6.0,0.0,0.0,90.0,21.0,48.0,288629.0,20964.0
8146,David Raya Martin,Brentford,7.6,0,2,33,0,0.0,81,0.0,0.0,0.0,4.45,283,3,0,7.5,74.8,2023-04-01T14:00:00Z,90,5,0,0,0,0,29,11,1865398,1,3,3,0.0,6,54332,95380,41048,49,0,29,0,0.06666666666666667,0.12244897959183673,0.0,0,0,0,0,1,0,3.8,2.0,0.0,0.0,90.0,11.0,48.0,82330.0,33158.0
8147,David Raya Martin,Brentford,7.6,0,0,14,0,0.0,81,0.0,0.0,0.0,1.1,247,1,0,1.7,16.6,2023-04-05T19:00:00Z,90,14,0,0,0,0,29,2,1865398,1,0,1,0.0,2,54332,95380,41048,49,0,29,1,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,1,0,3.8,6.0,0.0,0.0,90.0,33.0,49.0,95380.0,41048.0
8587,David Raya Martin,Brentford,2.7,0,0,8,0,0.0,81,0.01,0.01,0.0,1.18,292,2,0,2.2,21.8,2023-04-08T14:00:00Z,90,15,1,0,0,0,30,3,1883173,1,2,1,0.0,0,18788,47037,28249,49,0,30,1,0.0,0.0,0.0,0,1,0,0,1,0,3.2,2.0,0.0,0.0,90.0,14.0,49.0,95380.0,41048.0
8886,David Raya Martin,Brentford,3.2,0,2,27,0,0.0,81,0.0,0.0,0.0,0.73,310,2,0,5.1,50.8,2023-04-15T14:00:00Z,90,20,0,0,0,0,31,7,1876944,1,0,2,0.0,5,-7330,35639,42969,49,0,31,0,0.05555555555555555,0.10204081632653061,0.0,0,0,0,0,1,0,3.0,0.0,0.0,0.0,90.0,8.0,49.0,47037.0,28249.0
9169,David Raya Martin,Brentford,3.0,0,0,9,0,0.0,81,0.0,0.0,0.0,1.91,313,1,0,0.7,6.6,2023-04-22T14:00:00Z,90,2,0,0,0,0,32,1,1756146,1,1,1,0.0,2,14773,39859,25086,49,0,32,1,0.022222222222222223,0.04081632653061224,0.0,0,1,0,0,1,0,3.0,5.0,0.0,0.0,90.0,27.0,49.0,35639.0,42969.0
9428,David Raya Martin,Brentford,4.0,0,2,28,1,0.0,81,0.01,0.01,0.0,1.24,328,0,0,3.5,35.4,2023-04-26T18:45:00Z,90,6,0,0,0,0,33,4,1867865,1,2,0,0.0,9,-28497,27299,55796,49,0,33,1,0.1,0.1836734693877551,0.0,0,0,0,0,1,0,3.6,2.0,0.0,0.0,90.0,9.0,49.0,39859.0,25086.0
9747,David Raya Martin,Brentford,3.3,0,0,12,0,0.0,81,0.02,0.02,0.0,0.75,333,1,0,1.6,15.8,2023-04-29T14:00:00Z,90,16,0,0,0,0,34,2,1771835,1,1,2,0.0,2,-41284,40151,81435,49,0,34,1,0.022222222222222223,0.04081632653061224,0.0,0,1,0,0,1,0,3.6,9.0,0.0,0.0,90.0,28.0,49.0,27299.0,55796.0
10106,David Raya Martin,Brentford,3.7,0,0,16,0,0.0,81,0.0,0.0,0.0,2.08,344,1,0,2.4,24.4,2023-05-06T16:30:00Z,90,12,0,0,0,0,35,4,1773200,1,0,1,0.0,3,-57445,18427,75872,49,0,35,1,0.03333333333333333,0.061224489795918366,0.0,0,0,0,0,1,0,4.2,2.0,0.0,0.0,90.0,12.0,49.0,40151.0,81435.0
10425,David Raya Martin,Brentford,0.0,0,0,29,1,0.0,81,0.0,0.0,0.0,0.22,353,0,0,3.3,33.4,2023-05-14T13:00:00Z,90,19,0,0,0,0,36,4,1743082,1,0,2,0.0,7,-30123,13892,44015,48,0,36,0,0.07777777777777778,0.14583333333333334,0.0,0,1,0,0,1,0,4.6,3.0,0.0,0.0,90.0,16.0,49.0,18427.0,75872.0
10768,David Raya Martin,Brentford,4.0,0,0,22,0,0.0,81,0.0,0.0,0.0,1.89,368,1,0,5.3,52.6,2023-05-20T11:30:00Z,90,18,0,0,0,0,37,6,1659045,1,3,1,0.0,4,-67152,14422,81574,48,0,37,0,0.044444444444444446,0.08333333333333333,0.0,0,0,0,0,1,0,5.0,7.0,0.0,0.0,90.0,29.0,48.0,13892.0,44015.0
11107,David Raya Martin,Brentford,3.4,0,0,23,1,0.0,81,0.0,0.0,0.0,0.64,373,0,0,0.0,0.0,2023-05-28T15:30:00Z,90,13,0,0,0,0,38,2,1642126,1,0,1,0.0,6,-29715,22482,52197,48,0,38,1,0.06666666666666667,0.125,0.0,0,1,0,0,1,0,4.4,4.0,0.0,0.0,90.0,22.0,48.0,14422.0,81574.0
849,Davinson Sánchez,Spurs,2.5,0,0,25,1,0.9,435,0.0,0.0,0.0,0.0,29,0,0,3.7,25.2,2022-08-20T11:30:00Z,90,20,0,0,0,0,3,0,59754,0,0,1,11.0,6,-5217,5870,11087,44,0,3,0,0.06666666666666667,0.13636363636363635,0.0,0,1,1,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,Davinson Sánchez,Spurs,4.2,0,1,28,1,0.5,435,0.0,0.0,0.0,0.0,38,0,0,2.5,24.4,2022-08-28T15:30:00Z,90,16,0,0,0,0,4,0,76796,0,2,0,0.0,7,10359,17237,6878,44,0,4,1,0.07777777777777778,0.1590909090909091,0.0,0,0,1,0,0,0,6.5,6.0,0.0,0.0,90.0,25.0,44.0,5870.0,11087.0
1429,Davinson Sánchez,Spurs,3.3,0,0,9,0,1.2,435,0.0,0.0,0.0,0.0,47,1,0,2.8,20.2,2022-08-31T18:45:00Z,90,19,0,0,0,0,5,0,93415,0,1,1,7.0,1,12058,18387,6329,44,1,5,0,0.011111111111111112,0.022727272727272728,0.0,0,0,1,0,0,0,4.666666666666667,7.0,0.0,0.0,90.0,28.0,44.0,17237.0,6878.0
1946,Davinson Sánchez,Spurs,2.5,0,0,4,0,0.5,435,0.0,0.0,0.0,0.0,79,2,0,2.8,8.6,2022-09-17T16:30:00Z,58,10,0,0,0,0,8,0,92243,0,2,6,19.0,0,-1813,2562,4375,44,0,8,1,0.0,0.0,0.0,0,1,1,0,0,0,3.5,1.0,0.0,0.0,90.0,9.0,44.0,18387.0,6329.0
2233,Davinson Sánchez,Spurs,0.5,0,0,4,0,0.0,435,0.0,0.0,0.0,0.0,81,0,0,0.6,6.0,2022-10-01T11:30:00Z,19,1,0,0,0,0,9,0,86608,0,1,3,0.0,1,-6667,1475,8142,44,0,9,0,0.05263157894736842,0.022727272727272728,0.0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,58.0,4.0,44.0,2562.0,4375.0
2834,Davinson Sánchez,Spurs,1.0,0,0,4,0,0.1,435,0.0,0.0,0.0,0.0,109,0,0,0.3,3.2,2022-10-15T16:30:00Z,3,8,0,0,0,0,11,0,79982,0,0,2,0.0,1,-4055,1068,5123,44,0,11,0,0.3333333333333333,0.022727272727272728,0.0,0,1,1,0,0,0,2.0,1.0,0.0,0.0,19.0,4.0,44.0,1475.0,8142.0
3107,Davinson Sánchez,Spurs,0.0,0,0,2,0,1.0,435,0.0,0.0,0.0,0.0,119,0,0,0.3,2.2,2022-10-19T19:15:00Z,8,14,0,0,0,0,12,0,75304,0,0,2,0.0,1,-2983,543,3526,44,0,12,0,0.125,0.022727272727272728,0.0,0,0,1,0,0,0,0.8,1.0,0.0,0.0,3.0,4.0,44.0,1068.0,5123.0
3393,Davinson Sánchez,Spurs,1.3,0,0,12,0,15.0,435,0.0,0.0,0.0,0.0,128,2,0,3.3,14.2,2022-10-23T15:30:00Z,80,15,0,0,0,0,13,0,74619,0,2,1,4.0,1,-3185,414,3599,44,0,13,0,0.0125,0.022727272727272728,0.0,0,1,1,0,0,0,0.8,1.0,0.0,0.0,8.0,2.0,44.0,543.0,3526.0
3690,Davinson Sánchez,Spurs,1.7,0,0,10,0,3.6,435,0.0,0.0,0.0,0.0,132,2,0,1.1,7.0,2022-10-29T14:00:00Z,56,3,0,0,0,0,14,0,72870,0,3,2,0.0,0,-2150,853,3003,44,0,14,1,0.0,0.0,0.0,0,0,1,0,0,0,0.8,1.0,0.0,0.0,80.0,12.0,44.0,414.0,3599.0
4282,Davinson Sánchez,Spurs,0.8,0,0,2,0,0.8,435,0.00707,0.00707,0.0,0.3923,158,1,0,1.3,11.8,2022-11-12T15:00:00Z,33,11,0,0,0,0,16,0,68787,0,3,4,0.0,1,-1598,913,2511,43,0,16,1,0.030303030303030304,0.023255813953488372,0.0,0,1,1,0,0,0,0.8,0.0,0.0,0.0,56.0,10.0,44.0,853.0,3003.0
4586,Davinson Sánchez,Spurs,1.5,0,0,5,0,1.2,435,0.0093,0.0275,0.0182,0.1994,163,0,0,1.5,6.8,2022-12-26T12:30:00Z,23,4,0,0,0,0,17,0,66359,0,2,2,7.0,1,-3000,3370,6370,43,0,17,0,0.043478260869565216,0.023255813953488372,0.0,0,0,1,0,0,0,0.8,1.0,0.0,0.0,33.0,2.0,43.0,913.0,2511.0
6192,Davinson Sánchez,Spurs,-0.3,0,0,3,0,0.0,435,0.0,0.0,0.0,0.27,219,0,0,0.0,0.0,2023-02-05T16:30:00Z,2,13,0,0,0,0,22,0,62313,0,0,1,0.0,1,-1251,250,1501,43,0,22,0,0.5,0.023255813953488372,0.0,0,1,1,0,0,0,0.8,1.0,0.0,0.0,23.0,5.0,43.0,3370.0,6370.0
6527,Davinson Sánchez,Spurs,0.5,0,0,4,0,0.8,435,0.0,0.0,0.0,0.13,226,1,0,0.4,2.8,2023-02-11T15:00:00Z,14,10,0,0,0,0,23,0,61965,0,1,4,0.0,1,-476,232,708,43,0,23,0,0.07142857142857142,0.023255813953488372,0.0,0,0,1,0,0,0,0.8,1.0,0.0,0.0,2.0,3.0,43.0,250.0,1501.0
8449,Davinson Sánchez,Spurs,0.3,0,0,2,0,0.3,435,0.0,0.0,0.0,0.16,286,1,0,0.2,1.6,2023-04-03T19:00:00Z,13,8,0,0,0,0,29,0,59737,0,1,1,0.0,1,-374,131,505,42,0,29,1,0.07692307692307693,0.023809523809523808,0.0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,14.0,4.0,43.0,232.0,708.0
9069,Davinson Sánchez,Spurs,0.8,0,0,3,0,0.8,435,0.0,0.0,0.0,0.57,308,2,0,0.7,6.0,2023-04-15T14:15:00Z,22,3,0,0,0,0,31,0,59596,0,3,2,0.0,0,-172,168,340,42,0,31,0,0.0,0.0,0.0,0,1,1,0,0,0,0.8,1.0,0.0,0.0,13.0,2.0,42.0,131.0,505.0
9323,Davinson Sánchez,Spurs,0.3,0,0,19,0,0.8,435,0.0,0.0,0.0,1.9,320,1,0,2.2,21.4,2023-04-23T13:00:00Z,67,15,0,0,0,0,32,0,59563,0,1,6,0.0,2,-122,211,333,42,0,32,0,0.029850746268656716,0.047619047619047616,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,22.0,3.0,42.0,168.0,340.0
10994,Davinson Sánchez,Spurs,0.2,0,0,12,0,2.4,435,0.01,0.13,0.12,1.29,368,3,0,2.6,19.2,2023-05-20T11:30:00Z,90,4,0,0,0,0,37,0,59248,1,3,1,4.0,1,-32,234,266,42,0,37,1,0.011111111111111112,0.023809523809523808,0.0,0,1,1,0,0,0,1.0,2.0,0.0,0.0,67.0,19.0,42.0,211.0,333.0
11301,Davinson Sánchez,Spurs,0.6,0,0,18,0,0.0,435,0.0,0.2,0.2,1.5,377,1,0,0.0,0.0,2023-05-28T15:30:00Z,90,11,0,0,0,0,38,0,59418,1,4,1,0.0,2,83,303,220,42,0,38,0,0.022222222222222223,0.047619047619047616,0.0,0,0,1,0,0,0,1.2,1.0,0.0,0.0,90.0,12.0,42.0,234.0,266.0
42,Dean Henderson,Nott'm Forest,1.7,0,0,26,0,0.0,398,0.0,0.0,0.0,0.0,7,2,0,4.8,48.0,2022-08-06T14:00:00Z,90,15,0,0,0,0,1,7,434219,0,0,2,0.0,3,0,0,0,45,0,1,1,0.03333333333333333,0.06666666666666667,0.0,0,0,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Dean Henderson,Nott'm Forest,8.0,0,3,43,1,0.0,398,0.0,0.0,0.0,0.0,18,0,0,5.0,50.0,2022-08-14T13:00:00Z,90,19,0,0,1,0,2,4,466426,0,0,1,0.0,14,-7699,14056,21755,45,1,2,0,0.15555555555555556,0.3111111111111111,0.0,0,1,0,0,1,0,8.5,3.0,0.0,0.0,90.0,26.0,45.0,0.0,0.0
634,Dean Henderson,Nott'm Forest,6.5,0,0,26,0,0.0,398,0.0,0.0,0.0,0.0,23,1,0,4.9,48.8,2022-08-20T14:00:00Z,90,8,0,0,0,0,3,7,765065,0,1,1,0.0,4,185685,219118,33433,45,0,3,0,0.044444444444444446,0.08888888888888889,0.0,0,0,0,0,1,0,7.0,14.0,0.0,0.0,90.0,43.0,45.0,14056.0,21755.0
927,Dean Henderson,Nott'm Forest,6.5,0,2,30,0,0.0,398,0.0,0.0,0.0,0.0,38,2,0,5.2,52.2,2022-08-28T15:30:00Z,90,18,0,0,1,0,4,4,937244,0,2,0,0.0,9,104903,161401,56498,46,0,4,0,0.1,0.1956521739130435,0.0,0,1,0,0,1,0,7.5,4.0,0.0,0.0,90.0,26.0,45.0,219118.0,33433.0
1223,Dean Henderson,Nott'm Forest,4.5,0,0,15,0,0.0,398,0.0,0.0,0.0,0.0,49,6,0,2.0,19.8,2022-08-31T18:30:00Z,90,13,0,0,0,0,5,3,1063741,0,0,6,0.0,0,82005,127467,45462,46,0,5,0,0.0,0.0,0.0,0,0,0,0,1,0,6.0,9.0,0.0,0.0,90.0,30.0,46.0,161401.0,56498.0
1512,Dean Henderson,Nott'm Forest,5.6,0,0,8,0,0.0,398,0.0,0.0,0.0,0.0,58,3,0,0.3,2.8,2022-09-03T14:00:00Z,90,3,0,0,0,0,6,0,1400374,0,3,2,0.0,1,257171,303372,46201,47,0,6,1,0.011111111111111112,0.02127659574468085,0.0,0,1,0,0,1,0,5.6,0.0,0.0,0.0,90.0,15.0,46.0,127467.0,45462.0
1798,Dean Henderson,Nott'm Forest,2.5,0,0,17,0,0.0,398,0.0,0.0,0.0,0.0,78,3,0,3.3,32.8,2022-09-16T19:00:00Z,90,9,0,0,0,0,8,3,1438231,0,3,2,0.0,2,48065,87366,39301,47,0,8,1,0.022222222222222223,0.0425531914893617,0.0,0,1,0,0,1,0,3.2,1.0,0.0,0.0,90.0,8.0,47.0,303372.0,46201.0
2020,Dean Henderson,Nott'm Forest,1.0,0,0,16,0,0.0,398,0.0,0.0,0.0,0.0,86,4,0,2.9,29.2,2022-10-03T19:00:00Z,90,10,0,0,0,0,9,4,1425648,0,0,4,0.0,1,-10747,59757,70504,47,0,9,0,0.011111111111111112,0.02127659574468085,0.0,0,0,0,0,1,0,2.6,2.0,0.0,0.0,90.0,17.0,47.0,87366.0,39301.0
2322,Dean Henderson,Nott'm Forest,1.2,0,0,11,0,0.0,398,0.0,0.0,0.0,0.0,99,1,0,1.2,11.8,2022-10-10T19:00:00Z,90,2,0,0,0,0,10,1,1375575,0,1,1,0.0,2,-53083,23412,76495,47,0,10,1,0.022222222222222223,0.0425531914893617,0.0,0,1,0,0,1,0,1.2,1.0,0.0,0.0,90.0,16.0,47.0,59757.0,70504.0
2617,Dean Henderson,Nott'm Forest,1.2,0,0,12,0,0.0,398,0.0,0.0,0.0,0.0,110,1,0,0.7,7.0,2022-10-15T14:00:00Z,90,20,0,0,0,0,11,1,1340776,0,0,1,0.0,2,-38917,14245,53162,47,0,11,1,0.022222222222222223,0.0425531914893617,0.0,0,0,0,0,1,0,1.6,2.0,0.0,0.0,90.0,11.0,47.0,23412.0,76495.0
2907,Dean Henderson,Nott'm Forest,0.0,0,3,39,1,0.0,398,0.0,0.0,0.0,0.0,114,0,0,5.6,56.2,2022-10-18T18:30:00Z,90,5,0,0,0,0,12,7,1221101,0,0,0,0.0,11,-50066,4557,54623,47,0,12,0,0.12222222222222222,0.23404255319148937,0.0,0,0,0,0,1,0,3.6,2.0,0.0,0.0,90.0,12.0,47.0,14245.0,53162.0
3182,Dean Henderson,Nott'm Forest,3.9,0,3,34,1,0.0,398,0.0,0.0,0.0,0.0,126,0,0,5.3,53.2,2022-10-22T11:30:00Z,90,12,0,0,0,0,13,7,1248615,0,0,1,0.0,11,-51347,10782,62129,47,0,13,1,0.12222222222222222,0.23404255319148937,0.0,0,1,0,0,1,0,5.4,11.0,0.0,0.0,90.0,39.0,47.0,4557.0,54623.0
3476,Dean Henderson,Nott'm Forest,3.7,0,0,15,0,0.0,398,0.0,0.0,0.0,0.0,131,5,0,3.7,36.6,2022-10-30T14:00:00Z,90,1,0,0,0,0,14,4,1323383,0,0,5,0.0,1,62222,85513,23291,47,0,14,1,0.011111111111111112,0.02127659574468085,0.0,0,0,0,0,1,0,5.4,11.0,0.0,0.0,90.0,34.0,47.0,10782.0,62129.0
3774,Dean Henderson,Nott'm Forest,4.5,0,0,0,0,0.0,398,0.0,0.0,0.0,0.0,146,2,0,0.0,0.0,2022-11-05T15:00:00Z,90,4,0,0,0,0,15,0,1372448,0,2,2,0.0,0,42688,72036,29348,47,1,15,0,0.0,0.0,0.0,0,1,0,0,1,0,5.0,1.0,0.0,0.0,90.0,15.0,47.0,85513.0,23291.0
4067,Dean Henderson,Nott'm Forest,1.8,0,0,19,1,0.0,398,5e-05,5e-05,0.0,1.2153,157,0,0,0.4,3.6,2022-11-12T15:00:00Z,90,7,0,0,0,0,16,0,1353396,1,0,1,0.0,6,-20009,33392,53401,47,0,16,1,0.06666666666666667,0.1276595744680851,0.0,0,1,0,0,1,0,5.8,0.0,0.0,0.0,90.0,0.0,47.0,72036.0,29348.0
4661,Dean Henderson,Nott'm Forest,0.0,0,0,10,0,0.0,398,0.00197,0.00197,0.0,0.9406,177,1,0,1.0,10.4,2023-01-01T16:30:00Z,90,6,0,0,0,0,18,1,1044697,1,1,1,0.0,2,-21673,10031,31704,47,0,18,1,0.022222222222222223,0.0425531914893617,0.0,0,1,0,0,1,0,4.0,6.0,0.0,0.0,90.0,19.0,47.0,33392.0,53401.0
4968,Dean Henderson,Nott'm Forest,2.5,0,1,22,1,0.0,398,0.00052,0.00052,0.0,0.3937,190,0,0,0.3,2.6,2023-01-04T19:30:00Z,90,17,0,0,0,0,19,0,1035909,1,1,0,0.0,7,-9508,9292,18800,47,0,19,0,0.07777777777777778,0.14893617021276595,0.0,0,0,0,0,1,0,3.2,2.0,0.0,0.0,90.0,10.0,47.0,10031.0,31704.0
5315,Dean Henderson,Nott'm Forest,3.3,0,0,24,1,0.0,398,0.004,0.004,0.0,1.0175,198,0,0,0.9,9.4,2023-01-14T15:00:00Z,90,10,0,0,0,0,20,1,1029872,1,0,2,0.0,6,-6759,16325,23084,47,0,20,0,0.06666666666666667,0.1276595744680851,0.0,0,1,0,0,1,0,4.2,7.0,0.0,0.0,90.0,22.0,47.0,9292.0,18800.0
74,Declan Rice,West Ham,0.6,0,0,10,0,1.3,467,0.0,0.0,0.0,0.0,10,2,0,2.5,19.8,2022-08-07T15:30:00Z,90,13,0,0,0,0,1,0,501042,0,2,0,4.0,2,0,0,0,50,0,1,1,0.022222222222222223,0.04,0.0,0,1,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Declan Rice,West Ham,1.0,0,0,3,0,6.3,467,0.0,0.0,0.0,0.0,18,1,0,4.1,19.8,2022-08-14T13:00:00Z,90,16,0,1,0,0,2,0,567681,0,0,1,15.0,-1,175,43691,43516,50,1,2,1,-0.011111111111111112,-0.02,0.0,0,0,0,0,0,1,0.5,2.0,0.0,0.0,90.0,10.0,50.0,0.0,0.0
667,Declan Rice,West Ham,1.0,0,0,14,0,23.6,467,0.0,0.0,0.0,0.0,30,2,0,5.1,15.2,2022-08-21T13:00:00Z,90,5,0,0,0,0,3,0,534098,0,2,0,12.0,2,-51790,39029,90819,50,0,3,1,0.022222222222222223,0.04,0.0,0,1,0,0,0,1,1.0,-1.0,0.0,0.0,90.0,3.0,50.0,43691.0,43516.0
964,Declan Rice,West Ham,2.2,1,0,22,1,22.5,467,0.0,0.0,0.0,0.0,32,0,0,5.3,29.8,2022-08-28T13:00:00Z,90,2,0,0,0,0,4,0,465152,0,1,0,1.0,6,-79646,13333,92979,49,0,4,1,0.06666666666666667,0.12244897959183673,0.0,1,0,0,0,0,1,2.25,2.0,0.0,0.0,90.0,14.0,50.0,39029.0,90819.0
1256,Declan Rice,West Ham,1.9,0,1,17,0,16.0,467,0.0,0.0,0.0,0.0,47,1,0,5.3,21.6,2022-08-31T18:45:00Z,90,18,0,0,0,0,5,0,450472,0,1,1,15.0,3,-25283,16917,42200,49,0,5,1,0.03333333333333333,0.061224489795918366,0.0,0,1,0,0,0,1,2.4,6.0,0.0,1.0,90.0,22.0,49.0,13333.0,92979.0
1550,Declan Rice,West Ham,2.7,1,1,26,0,12.1,467,0.0,0.0,0.0,0.0,54,2,0,3.6,21.4,2022-09-03T14:00:00Z,90,6,0,0,0,0,6,0,441325,0,1,2,2.0,6,-18328,22231,40559,49,0,6,0,0.06666666666666667,0.12244897959183673,0.0,1,0,0,0,0,1,3.2,3.0,0.0,0.0,90.0,17.0,49.0,16917.0,42200.0
1820,Declan Rice,West Ham,4.2,0,0,18,0,14.3,467,0.0,0.0,0.0,0.0,75,1,0,3.4,16.0,2022-09-18T13:15:00Z,90,8,0,0,0,0,8,0,462736,0,0,1,4.0,2,8179,19851,11672,49,0,8,1,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,0,1,3.8,6.0,0.0,1.0,90.0,26.0,49.0,22231.0,40559.0
2050,Declan Rice,West Ham,2.0,0,0,19,1,25.4,467,0.0,0.0,0.0,0.0,90,0,0,5.6,22.4,2022-10-01T16:30:00Z,90,20,0,0,0,0,9,0,460983,0,0,2,8.0,2,-3310,23575,26885,49,1,9,0,0.022222222222222223,0.04081632653061224,0.0,0,1,0,0,0,1,3.8,2.0,0.0,0.0,90.0,18.0,49.0,19851.0,11672.0
2352,Declan Rice,West Ham,2.0,0,0,20,0,4.9,467,0.0,0.0,0.0,0.0,100,1,0,2.4,16.6,2022-10-09T13:00:00Z,90,9,0,0,0,0,10,0,449519,0,1,3,2.0,2,-14206,17078,31284,49,0,10,1,0.022222222222222223,0.04081632653061224,0.0,0,1,0,0,0,1,3.0,2.0,0.0,0.0,90.0,19.0,49.0,23575.0,26885.0
2652,Declan Rice,West Ham,4.0,0,3,36,0,25.3,467,0.0,0.0,0.0,0.0,108,1,1,9.3,53.0,2022-10-16T13:00:00Z,90,17,0,0,0,0,11,0,433897,0,1,1,15.0,10,-17444,8681,26125,49,0,11,1,0.1111111111111111,0.20408163265306123,0.3333333333333333,1,0,0,0,0,1,4.4,2.0,0.0,0.0,90.0,20.0,49.0,17078.0,31284.0
2936,Declan Rice,West Ham,0.0,0,0,21,0,18.7,467,0.0,0.0,0.0,0.0,118,1,0,4.6,27.2,2022-10-19T18:30:00Z,90,12,0,0,0,0,12,0,441911,0,0,1,0.0,2,8100,19030,10930,48,0,12,0,0.022222222222222223,0.041666666666666664,0.3333333333333333,0,0,0,0,0,1,3.6,10.0,1.0,0.0,90.0,36.0,49.0,8681.0,26125.0
